text,Sport specific mention,Equal opportunities / good opportunities in general,Physical contact/Masculine,Earnings related,Popularity and impact,Equal representation,Inclusive sport participation,Gender Equality,Women in Sports,Female representation,Discrimination themes,Media visibility / awareness,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
Compared to what I see during competitions,,,,,,,,,,,,,1,France,Woman,Athletics,25-34,Rugby,155459162
No stigmatization of women who do gym unlike rugby for example,1,,,,,,,,,,,,,France,Man,Gymnastics,25-34,Rugby,155459198
I think there are a lot more women,,,,,,,,,,1,,,,France,Woman,Gymnastics,55-65,Golf,155459275
Mediated sport,,,,,,,,,,,,1,,France,Woman,Tennis,55-65,Handball,155459319
Respectful,,,,,,,,,,,,,1,France,Woman,Tennis,25-34,Football,155459371
It’s a very match sport,,,,,,,,,,,,,1,France,Woman,Football,55-65,Golf,155459553
Represented the same way during tournaments,,,,,,,1,,,,,,,France,Woman,Tennis,45-54,Golf,155459645
same representation of both sexes,,,,,,,1,,,,,,,France,Woman,Golf,45-54,Rugby,155459738
It's the strongest,,,,,,,,,,,,,1,France,Woman,Gymnastics,25-34,Rugby,155459863
Good breadth and equal pay,,,,1,,,,,,,,,,Sweden,Man,Football,45-54,Golf,155462304
"Both national team matches get good TV time, top players can make a living from the sport.",,,,,,,,,,,,1,,Sweden,Man,Football,45-54,Rugby,155462474
Looks like it,,,,,,,,,,,,,1,Sweden,Woman,Athletics,35-44,Handball,155471052
"Neither is more popular than the other, all things being equal",,,,,1,,,,,,,,,Sweden,Woman,Athletics,35-44,Rugby,155471149
Feels most free and open,,,,,,,,,,,,,1,Sweden,Woman,Athletics,25-34,Football,155471207
Seeing many women represented,,,,,,,,,,1,,,,Sweden,Woman,Athletics,35-44,Rugby,155471215
"Golf is a sport played by individuals alone, which may not contribute to the same discrimination as team sports.",1,,,,,,,,,,1,,,Sweden,Woman,Golf,25-34,Football,155471236
Because everyone can play that sport,,,,,,,1,,,,,,,Sweden,Woman,Football,18-24,Rugby,155471322
fits all,,,,,,,,,,,,,1,Sweden,Woman,Golf,18-24,Athletics,155471408
Everyone is equally welcome,,,,,,,,1,,,,,,Sweden,Woman,Gymnastics,35-44,Rugby,155471457
It's a sport for everyone,,,,,,,1,,,,,,,Sweden,Woman,Golf,35-44,Rugby,155471515
That is not true,,,,,,,,,,,,,1,Sweden,Woman,Football,45-54,Rugby,155471546
More dare to come out,,,,,,,,,,,,,1,Sweden,Woman,Football,25-34,Golf,155471547
I think it's good,,,,,,,,,,,,,1,Sweden,Woman,Football,25-34,Athletics,155471699
Because everyone can be professional in their gymnastic career,1,,,,,,,,,,,,,Sweden,Woman,Gymnastics,35-44,Volleyball,155471710
For both,,,,,,1,,,,,,,,Germany,Woman,Football,45-54,Basketball,155485213
He is best known,,,,,,,,,,,,,1,Germany,Woman,Football,35-44,Tennis,155485336
Many women teams,,,,,,,,,,1,,,,Germany,Woman,Volleyball,25-34,Rugby,155485432
Thank you so much for your support,,,,,,,,,,,,,1,Germany,Woman,Handball,55-65,Football,155485499
there are many boys and girls,,,,,,,,,,,,,1,Germany,Woman,Athletics,18-24,Golf,155485547
Because I believe that it is so,,,,,,,,,,,,,1,Germany,Man,Cycling,45-54,Golf,155485587
Many women,,,,,,,,,,1,,,,Germany,Man,Handball,25-34,Athletics,155485593
It is a sport where you can be equally good no matter what gender you are. You are not judged by,,,,,,,,1,,,,,,Germany,Woman,Athletics,25-34,Golf,155485597
There are hardly any differences,,,,,,,,,,,,,1,Germany,Woman,Volleyball,45-54,Gymnastics,155485662
"In football, I notice the women the most.",1,,,,,,,,,1,,,,Germany,Man,Football,45-54,Cycling,155485668
I suspect that the range of salaries and prize money is not that extreme here,,,,1,,,,,,,,,,Germany,Woman,Tennis,25-34,Rugby,155485798
Because it is the most recognized I think,,,,,,,,,,,,,1,Germany,Woman,Golf,25-34,Rugby,155485831
Because there are mixed classes,,,,,,,,,,,,,1,Germany,Man,Cycling,18-24,Basketball,155485941
Better comparison of performance possible. Without having to differentiate between genders,,,,,,,,,,,,,1,Germany,Woman,Athletics,25-34,Football,155485982
Because no one discriminates and everyone is treated equally,,,,,,,,,,,1,,,Germany,Woman,Cycling,25-34,Rugby,155486055
Women’s football is not as popular as men’s football,1,,,,1,,,,,,,,,Germany,Woman,Football,55-65,Gymnastics,155486065
Equality of disciplines,,,,,,,,1,,,,,,Germany,Woman,Athletics,55-65,Rugby,155486271
Normal,,,,,,,,,,,,,1,Germany,Woman,Athletics,25-34,Gymnastics,155486381
More women than men active,,,,,,,,,,1,,,,Germany,Woman,Gymnastics,45-54,Basketball,155486421
Because men and women perform it,,,,,,,,,,1,,,,Germany,Woman,Gymnastics,45-54,Football,155486563
Because it's women's sport,,,,,,,,,1,1,,,,Germany,Man,Gymnastics,35-44,Rugby,155486964
Feeling,,,,,,,,,,,,,1,Germany,Woman,Tennis,45-54,Rugby,155487899
Because it is difficult to play high,,,,,,,,,,,,,1,Germany,Man,Football,18-24,Handball,155488263
Because everyone is equal,,,,,,,,1,,,,,,Germany,Man,Tennis,25-34,Golf,155488533
No,,,,,,,,,,,,,1,Germany,Man,Gymnastics,18-24,Tennis,155488620
Simply,,,,,,,,,,,,,1,Poland,Man,Gymnastics,25-34,Golf,155495337
Both women and men have the right to play basketball,,,,,,1,,,,,,,,Poland,Woman,Basketball,25-34,Athletics,155495341
It is fair to both sexes,,,,,,1,,,,,,,,Poland,Man,Volleyball,55-65,Football,155495381
There are many women in it,,,,,,,,,1,1,,,,Poland,Woman,Gymnastics,35-44,Rugby,155495411
Because you have to put in a lot of effort,,,,,,,,,,,,,1,Poland,Woman,Football,25-34,Gymnastics,155495412
Women perform well,,,,,,,,,,1,,,,Poland,Woman,Athletics,25-34,Rugby,155495416
There is equal treatment in terms of gender,,,,,,,,1,,,,,,Poland,Woman,Gymnastics,45-54,Rugby,155495434
I think women and men can perform together.,,,,,,,1,,,,,,,Poland,Man,Gymnastics,25-34,Football,155495447
All disciplines can be practiced by both sexes.,,,,,,1,,,,,,,,Poland,Man,Athletics,45-54,Rugby,155495523
The greatest opportunities,,1,,,,,,,,,,,,Poland,Woman,Golf,25-34,Gymnastics,155495529
It is best promoted in this respect.,,,,,,,,,,,,1,,Poland,Woman,Tennis,25-34,Rugby,155495568
Money flow in the male sector,,,,1,,,,,,,,,,Poland,Man,Football,25-34,Gymnastics,155495605
A sport that is often played by both sexes,1,,,,,,,,,,,,,Poland,Woman,Athletics,25-34,Football,155495624
"Due to the fact that women began to be appreciated and noticed in this sport, e.g. Iga Świątek",,,,,,,,,,1,,,,Poland,Woman,Tennis,45-54,Rugby,155495917
"I think so, all genders have equal access",,,,,,,,1,,,,,,Poland,Man,Tennis,55-65,Gymnastics,155496389
Strength sport,,,,,,,,,,,,,1,Poland,Woman,Rugby,45-54,Volleyball,155496682
Both many women and men achieve much less success,,,,,,1,,,,,,,,Poland,Man,Athletics,45-54,Rugby,155496743
Women's and men's handball are equally valued,,,,,,,,1,,,,,,Poland,Man,Handball,45-54,Basketball,155496777
Women in this sport earn the same as men,,,,,,,,,,1,,,,Poland,Woman,Tennis,45-54,Football,155497325
It doesn't single out anyone and gives everyone a chance,,,,,,,1,,,,,,,Poland,Woman,Athletics,55-65,Cycling,155497642
Balance,,,,,,,,,,,,,1,Poland,Woman,Athletics,45-54,Cycling,155497671
Hard to say,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,45-54,Rugby,155499164
It is the best sport,,,,,,,,,,,,,1,Poland,Woman,Volleyball,35-44,Football,155499311
It's been showing on the courts lately,,,,,,,,,,,,,1,Poland,Woman,Tennis,55-65,Rugby,155500001
Many women and men do this,,,,,,,,,,1,,,,Poland,Woman,Volleyball,35-44,Football,155500040
Men and women practice this sport,,,,,,,,,,1,,,,Poland,Woman,Basketball,55-65,Football,155500073
Because it's the easiest,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,25-34,Rugby,155500077
He's interesting,,,,,,,,,,,,,1,Poland,Woman,Cycling,25-34,Golf,155500094
Because both sexes should be treated equally,,,,,,,,1,,,,,,Poland,Woman,Gymnastics,18-24,Handball,155500112
Women take part in similar disciplines to men,,,,,,,,,,1,,,,Poland,Woman,Athletics,55-65,Rugby,155500113
Players are appreciated regardless of gender,,,,,,,,,,,,,1,Poland,Woman,Tennis,55-65,Football,155502586
This is a big effort,,,,,,,,,,,,,1,Poland,Woman,Football,55-65,Gymnastics,155502810
I haven't seen women's cycling,,,,,,,,,,1,,,,Poland,Woman,Cycling,55-65,Gymnastics,155503041
It seems to me to be a more equal sport for inclusion,,,,,,,,1,,,,,,Spain,Man,Golf,55-65,Rugby,155531383
"Since I can remember, I know that women have never had problems when developing their professional careers in this sport.",,,,,,,,,,1,,,,Spain,Man,Tennis,55-65,Rugby,155531392
The same in single tournaments,,,,,,,,1,,,,,,Spain,Man,Golf,45-54,Gymnastics,155531394
Because there was an eye on this sector and a lot of nonsense is being done and said.,,,,,,,,,,,,,1,Spain,Man,Football,45-54,Volleyball,155531409
Same rules,,,,,,,,1,,,,,,Spain,Woman,Handball,45-54,Rugby,155531419
Less salary difference,,,,,,,,,,,,,1,Spain,Man,Athletics,55-65,Rugby,155531429
Because female athletes have the same importance as male athletes.,,,,,,,,1,,,,,,Spain,Woman,Athletics,45-54,Golf,155531436
That's my impression.,,,,,,,,,,,,,1,Spain,Man,Athletics,55-65,Rugby,155531446
Because the participants are not offended because of their gender.,,,,,,,,,,,,,1,Spain,Woman,Tennis,35-44,Rugby,155531449
Because they compete in the same disciplines,,,,,,,,1,,,,,,Spain,Man,Athletics,35-44,Rugby,155531452
FOR REASONS OF BIOLOGICAL COMPOSITION OF A MAN AND A WOMAN,,,,,,,,,,,,,1,Spain,Man,Volleyball,55-65,Rugby,155531459
It's like this,,,,,,,,,,,,,1,Spain,Man,Handball,55-65,Tennis,155531460
"For a long time, women have participated in gymnastics as something normal",1,,,,,,,,,,,,,Spain,Man,Gymnastics,45-54,Football,155531467
Because we have them on TV all day long,,,,,,,,,,,,1,,Spain,Woman,Football,45-54,Cycling,155531471
I don't know a female cyclist,,,,,,,,,,1,,,,Spain,Woman,Cycling,45-54,Gymnastics,155531486
By tradition,,,,,,,,,,,,,1,Spain,Man,Gymnastics,55-65,Rugby,155531494
"Not having much money involved, they take care of everyone equally",,,,1,,,,,,,,,,Spain,Woman,Volleyball,45-54,Football,155531506
"Because they are increasingly being controlled by everyone, it is more visual",,,,,,,1,,,,,,,Spain,Woman,Football,45-54,Rugby,155531517
It has always been the one with the most variety,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,45-54,Golf,155531520
"It seems to me that women's participation has been more active for longer and there are even mixed teams in the childhood stages, which generates a feeling of gender equality from a young age.",,,,,,,,1,,,,,,Spain,Man,Volleyball,55-65,Golf,155531525
I think it is the most Eda is my opinion,,,,,,,,,,,,,1,Spain,Woman,Gymnastics,55-65,Football,155531529
Everything is more equal,,,,,,,,1,,,,,,Spain,Man,Tennis,35-44,Rugby,155531531
"They pay athletes the same, so very little.",,,,1,,,,,,,,,,Spain,Man,Athletics,45-54,Golf,155531554
there have always been women,,,,,,,,,,1,,,,Spain,Woman,Athletics,45-54,Football,155531582
There are both feminine and masculine,,,1,,,,,,,,,,,Spain,Man,Gymnastics,55-65,Football,155531590
tradition,,,,,,,,,,,,,1,Spain,Man,Basketball,55-65,Tennis,155531654
It is a sport in which there is no gender distinction because both men and women are capable of doing this sport.,,,,,,1,,,,,,,,Spain,Man,Athletics,55-65,Football,155531694
because they practice it equally,,,,,,,,1,,,,,,Spain,Man,Handball,55-65,Gymnastics,155531726
I see more women,,,,,,,,,,1,,1,,UK,Woman,Athletics,25-34,Handball,155534683
Both gender get paid well,,,,,,1,,,,,,,,UK,Man,Athletics,25-34,Golf,155534684
Anyone can join in,,,,,,,,,,,,,1,UK,Woman,Athletics,25-34,Football,155534695
Because the carry everybody along,,,,,,,,,,,,,1,UK,Man,Football,25-34,Golf,155534788
Professional levels include various genders,,,,,,,,,,,,,1,UK,Woman,Football,45-54,Rugby,155538538
They don't care,,,,,,,,,,,,,1,Sweden,Woman,Golf,25-34,Football,155541661
Because women feel comfortable playing football,1,,,,,,,,,1,,,,Sweden,Woman,Football,45-54,Rugby,155541680
Feels like everyone can like and dare what you see on TV,,,,,,,,,,,,1,,Sweden,Woman,Football,45-54,Rugby,155541751
Same rules For both sexes,,,,,,1,,,,,,,,Sweden,Woman,Football,18-24,Gymnastics,155541759
Requires a lot of discipline,,,,,,,,,,,,,1,Sweden,Woman,Volleyball,35-44,Golf,155541788
because it’s a good idea to practice it,,,,,,,,,,,,,1,France,Woman,Gymnastics,35-44,Volleyball,155541880
Because there aren't many women,,,,,,,,,,1,,,,France,Man,Basketball,18-24,Cycling,155541977
Too matchy,,,,,,,,,,,,,1,France,Woman,Rugby,25-34,Gymnastics,155541988
Particularly in.NBA,,,,,,,,,,,,,1,France,Woman,Basketball,35-44,Gymnastics,155542032
Because it's good,,,,,,,,,,,,,1,France,Woman,Volleyball,35-44,Rugby,155542044
there is no stereotype of what a professional player should be,,,,,,,,,,,,,1,France,Woman,Handball,45-54,Golf,155542057
Holmes woman other without discrimination,,,,,,,,,,,1,,,France,Woman,Basketball,35-44,Gymnastics,155542090
IT IS RESERVED FOR PRIVILEGIES,,,,,,,,,,,,,1,France,Woman,Golf,55-65,Football,155542095
No,,,,,,,,,,,,,1,France,Woman,Handball,25-34,Golf,155542112
Diversity is supposed to help,,,,,,,1,,,,,,,France,Woman,Football,35-44,Golf,155542138
Because professional women and men are shown the same way,,,,,,,,1,,,,,,France,Woman,Tennis,55-65,Football,155542141
because it’s basically a women’s sport,,,,,,,,,,1,,,,France,Woman,Gymnastics,18-24,Athletics,155542147
"Apart from men, we see more and more women",,,,,,,,,,1,,1,,France,Woman,Football,25-34,Gymnastics,155542206
Not enough women,,,,,,,,,,1,,,,France,Woman,Rugby,45-54,Football,155542214
Athletes are treated the same,,,,,,,,1,,,,,,France,Woman,Gymnastics,35-44,Football,155542223
because both genders can win competitions on the same criteria,,,,,,1,,,,,,,,France,Woman,Gymnastics,35-44,Handball,155542239
Basketball,,,,,,,,,,,,,1,France,Woman,Gymnastics,25-34,Rugby,155542243
Because there are the same challenges for women as for men.,,,,,,,,1,,,,,,France,Woman,Golf,35-44,Cycling,155542252
It's a sport that requires more thought than brute force and mixed teams are perfectly compatible,1,,,,,,,,,,,,,France,Woman,Golf,55-65,Football,155542636
"I think tennis is more suitable for all genders, it takes technique more than strength",1,,,,,,,,,,,,,France,Woman,Tennis,55-65,Rugby,155542655
We only talk about them,,,,,,,,,,,,,1,France,Woman,Football,45-54,Cycling,155543011
There are also strong women who can play this,,,,,,,,,,1,,,,Germany,Woman,Rugby,18-24,Basketball,155545442
Different teams,,,,,,,,,,,,,1,Germany,Woman,Football,25-34,Volleyball,155545514
Because women can also play well,,,,,,,,,,1,,,,Germany,Woman,Football,55-65,Rugby,155545675
Because women are very famous for gymnastics,1,,,,1,,,,,1,,,,Germany,Woman,Gymnastics,18-24,Cycling,155545746
In most disciplines there are competitions for both women and men,,,,,,1,,,,,,,,Germany,Woman,Athletics,55-65,Rugby,155545772
Well paid,,,,,,,,,,,,,1,Germany,Woman,Tennis,25-34,Football,155545783
There are no limits to anyone's ability to take it,,,,,,,,,,,,,1,Poland,Woman,Athletics,55-65,Football,155545930
because it is female dominated and male persons are treated equally,,,,,,,,1,,,,,,Germany,I identify in another way,Gymnastics,35-44,Football,155545934
because,,,,,,,,,,,,,1,Poland,Man,Volleyball,45-54,Football,155545936
Anyone can do it,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,55-65,Golf,155545965
"In this discipline, it is easiest to enforce inclusivity in sports environments",,,,,,,1,,,,,,,Poland,Woman,Athletics,55-65,Rugby,155545995
an elite discipline in which women have always been involved and are not discriminated against,,,,,,,,,,,1,,,Poland,Man,Tennis,55-65,Rugby,155546030
because there are no limits for either women or men,,,,,,,,,,1,,,,Poland,Woman,Gymnastics,55-65,Cycling,155546074
Because Justyna Kowalczyk took part in the competition despite her pregnancy and it is a sport for people with strong fitness,,,,,,,,,,,,,1,Poland,Woman,Cycling,25-34,Golf,155546079
"Promoting gender equality in volleyball assumes that players wear special T-shirts with their own name and the name of a player of the opposite sex, and volleyball is a sport in which, at the international level, women and men compete on equal terms, equal pay and equal attention.",1,,,1,,,,1,,,,,,Poland,Man,Volleyball,45-54,Athletics,155546145
Every club in the Bundesliga now has a women’s team,,,,,,,,,,1,,,,Germany,Woman,Football,18-24,Cycling,155546219
Because you hear a lot about it both among men and women,,,,,,,,,,1,,1,,Germany,Woman,Gymnastics,18-24,Athletics,155546229
The regulations have already been introduced,,,,,,,,,,,,,1,Poland,Man,Tennis,45-54,Rugby,155546307
is the simplest,,,,,,,,,,,,,1,Poland,Woman,Cycling,45-54,Rugby,155546317
Because of strength and stereotypes,,,,,,,,,,,,,1,Poland,Woman,Rugby,45-54,Handball,155546333
It requires more than just strength,,,,,,,,,,,,,1,Poland,Man,Gymnastics,55-65,Rugby,155546335
Because it shows the possibility of man,,,,,,,,,,,,,1,Poland,Man,Cycling,45-54,Tennis,155546361
Both women and men are equally appreciated in this sport,,,,,,,,1,,,,,,Poland,Woman,Tennis,18-24,Football,155546381
Everyone can exercise,,,,,,,1,,,,,,,Poland,Man,Athletics,45-54,Rugby,155546383
Because each gender has the opportunity to develop and participate,,1,,,,,,,,,,,,Poland,Man,Volleyball,18-24,Rugby,155546385
More focus on women,,,,,,,,,,1,,,,Germany,Woman,Gymnastics,35-44,Rugby,155546400
I feel so.,,,,,,,,,,,,,1,Germany,Woman,Tennis,55-65,Rugby,155546518
It is a sport suitable for both women and men,,,,,,1,,,,,,,,Poland,Woman,Athletics,55-65,Football,155546690
This is my impression due to the number of disciplines,,,,,,,,,,,,,1,Poland,Woman,Athletics,45-54,Golf,155546759
Equal rewards in tournaments,,,,,,,,1,,,,,,Germany,Woman,Tennis,45-54,Football,155546923
Yes,,,,,,,,,,,,,1,Poland,Woman,Gymnastics,55-65,Rugby,155547054
There are more women tennis players than women in other sports,1,,,,,,,,1,1,,,,Spain,Woman,Tennis,55-65,Rugby,155547215
They participate together,,,,,,,1,,,,,,,Spain,Woman,Golf,55-65,Rugby,155547233
there is more equality,,,,,,,,1,,,,,,Spain,Woman,Gymnastics,55-65,Rugby,155547273
Guarantee opportunities in women's teams,,1,,,,,,,,,,,,Spain,Woman,Handball,55-65,Rugby,155547284
