text,Masculine-centric / Brutal sport,Male dominated sport,Personal impression/Intuition,Lack of familiarity,Underrepresentation of Women,Wage Inequality,Sexist or sexualised,Media visibility / lack of awareness,Gender disparities,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
"because it has always been like this, women play less",,,,,,,,,,1,Spain,Woman,Athletics,45-54,Football,155531582
Because women's football does not have the same interest as men's football,,1,,,,,,,1,,Spain,Man,Gymnastics,55-65,Football,155531590
It is very elitist and sexist.,,,,,,,1,,,,Spain,Man,Basketball,55-65,Tennis,155531654
For the simple fact that it is a sport only for men when there are women with more professional capacity than men.,,,,,,,,,,,Spain,Man,Athletics,55-65,Football,155531694
because it is more powerful,,,,,,,,,,1,Spain,Man,Handball,55-65,Gymnastics,155531726
I don’t see a lot of men,,,,,1,,,1,,,UK,Woman,Athletics,25-34,Handball,155534683
Men paid much more,,,,,,1,,,,,UK,Woman,Athletics,25-34,Football,155534695
The don't Carry all along,,,,,,,,,,1,UK,Man,Football,25-34,Golf,155534788
Only know of men's rugby,,1,,1,,,,,1,,UK,Woman,Football,45-54,Rugby,155538538
Too much status,,,,,,,,,,1,Sweden,Woman,Golf,25-34,Football,155541661
Not many women can play it,,1,,,1,,,,,,Sweden,Woman,Football,45-54,Rugby,155541680
Macho sport,1,,,,,,,,,,Sweden,Woman,Golf,55-65,Rugby,155541718
Perceived it as very masculine hard sport and lots of muscles,1,,,,,,,,,,Sweden,Woman,Football,45-54,Rugby,155541751
Female-dominated and different types of gymnastics depending on gender,,,,,,,,,,1,Sweden,Woman,Football,18-24,Gymnastics,155541759
Pretty much not that hard,,,,,,,,,,1,Sweden,Woman,Volleyball,35-44,Golf,155541788
because I never see a well-known and well-represented female player,,,,1,,,,1,,,France,Woman,Gymnastics,35-44,Volleyball,155541880
It's just a bike,,,,,,,,,,1,France,Woman,Tennis,18-24,Cycling,155541981
Feminine grace obliges,,,,,,,,,,1,France,Woman,Rugby,25-34,Gymnastics,155541988
Too gendered,,,,,,,,,,,France,Woman,Basketball,35-44,Gymnastics,155542032
Because it's good,,,,,,,,,,1,France,Woman,Volleyball,35-44,Rugby,155542044
Very strict sport,,,,,,,,,,,France,Woman,Basketball,35-44,Gymnastics,155542090
IT IS MORE ACCESSIBLE TO THE POOR CLASSES,,,,,,,,,,1,France,Woman,Golf,55-65,Football,155542095
Because it's for everyone,,,,,,,,,,1,France,Woman,Handball,25-34,Golf,155542112
It's an individual game,,,,,,,,,,1,France,Woman,Football,35-44,Golf,155542138
Women are paid less,,,,,,1,,,,,France,Woman,Tennis,55-65,Football,155542141
A few more women,,,,,1,,,,,,France,Woman,Rugby,45-54,Football,155542214
Salary and women must work in addition to sport,,,,,,1,,,,1,France,Woman,Gymnastics,35-44,Football,155542223
because women are not very well represented in this sport,,,,,1,,,,,,France,Woman,Gymnastics,35-44,Handball,155542239
Women are often forgotten and never represented,,,,,,,,,,1,France,Woman,Golf,35-44,Cycling,155542252
There are often girls,,,,,,,,,,1,France,Woman,Cycling,55-65,Volleyball,155542472
"In addition to the physical abilities required to practice this sport, it is a very misogynistic environment.",,,,,,,,,,,France,Woman,Golf,55-65,Football,155542636
"More brutal sport, which requires more strength than other sports, but a woman or any other gender can play rugby",1,,,,,,,,1,,France,Woman,Tennis,55-65,Rugby,155542655
The multiple incidents that punctuate this spot,,,,,,,,,,1,France,Woman,Handball,55-65,Football,155543976
Well women are much less noticed in the sport,,,,,1,,,,,,Germany,Woman,Rugby,18-24,Basketball,155545442
Think too roughly,,,,,,,,,,1,Germany,Woman,Football,55-65,Rugby,155545675
Because I never noticed anything,,,,,,,,,,1,Germany,Woman,Gymnastics,18-24,Cycling,155545746
the brutality does not appeal to women,1,,,,,,,,,,Germany,Woman,Athletics,55-65,Rugby,155545772
Poorly paid,,,,,,1,,,,,Germany,Woman,Tennis,25-34,Football,155545783
"Well, that's not entirely true",,,,,,,,,,1,Poland,Woman,Athletics,55-65,Football,155545930
because women are underpaid and underrepresented,,,,,,,,,,1,Germany,I identify in another way,Gymnastics,35-44,Football,155545934
I don't know,,,,1,,,,,,,Poland,Man,Volleyball,45-54,Football,155545936
women's competitions in this discipline are not presented in the media,,,,,,,,1,,,Poland,Woman,Athletics,55-65,Rugby,155545995
typically male force discipline,,,,,,,,,,,Poland,Man,Tennis,55-65,Rugby,155546030
I've never seen women's cycling,,,,,,,,1,,,Poland,Woman,Gymnastics,55-65,Cycling,155546074
Because in Poland it is not that interesting and women do not participate in it,,,,,,,,,,1,Poland,Woman,Cycling,25-34,Golf,155546079
"Athletics traditionally divides athletes into male and female categories, which may exclude non-binary or transgender people who do not identify with this binary division",,,,,,,,,,1,Poland,Man,Volleyball,45-54,Athletics,155546145
I don't know anything about cycling,,,,1,,,,1,,,Germany,Woman,Football,18-24,Cycling,155546219
"For example, you never hear anything about men, you only see women",,,,,,,,1,,,Germany,Woman,Gymnastics,18-24,Athletics,155546229
Speed ​​physical conditions growth e.g,,,,,,,,,,1,Poland,Woman,Rugby,45-54,Handball,155546333
Probably obvious,,,,,,,,,,,Poland,Man,Gymnastics,55-65,Rugby,155546335
A typically male sport,,,,,,,,,,,Poland,Woman,Gymnastics,55-65,Rugby,155546336
"Because in my opinion, tennis itself is boring",,,,,,,,,,1,Poland,Man,Cycling,45-54,Tennis,155546361
Men's attitudes towards women playing football are mostly negative,,,,,,,1,,1,,Poland,Woman,Tennis,18-24,Football,155546381
Brutal sport,1,,,,,,,,,,Poland,Man,Athletics,45-54,Rugby,155546383
The biological structure of the sexes varies,,,,,,,,,,1,Poland,Man,Volleyball,18-24,Rugby,155546385
Never heard of women in rugby,,,,,,,,1,1,,Germany,Woman,Gymnastics,35-44,Rugby,155546400
It's a more masculine sport,1,,,,,,,,,,Poland,Woman,Tennis,55-65,Rugby,155546450
"This is not a women's sport, it's far too brutal. Why should this sport be gender fair?",1,,,,,,,,,,Germany,Woman,Tennis,55-65,Rugby,155546518
I only associate rugby with men.,,1,,,,,,,1,,Germany,Woman,Athletics,35-44,Rugby,155546533
It is rather a sport for men,,,,,,,,,,,Poland,Woman,Athletics,55-65,Football,155546690
it is male and it is rare to meet women golfers at a world level,,,,,,,,,1,,Poland,Woman,Athletics,45-54,Golf,155546759
"Women's football is only laughed at, much lower earnings for women",,1,,,,1,,,1,,Germany,Woman,Tennis,45-54,Football,155546923
For all genders,,,,,,,,,,1,Poland,Woman,Handball,55-65,Golf,155547051
Men's sport,1,,,,,,,,,,Poland,Woman,Volleyball,45-54,Rugby,155547105
There are no women players in this sport,,1,,,1,,,,,,Spain,Woman,Tennis,55-65,Rugby,155547215
There are not many women's teams,,1,,,1,,,,,,Spain,Woman,Golf,55-65,Rugby,155547233
It's very masculine,1,,,,,,,,,,Spain,Woman,Gymnastics,55-65,Rugby,155547273
I have never met women in this discipline,,,,,1,,,,,,Poland,Woman,Tennis,45-54,Rugby,155547292
I don't see it suitable,,,,,,,,1,,,Spain,Woman,Tennis,35-44,Golf,155547350
It is a very hard sport,,,,,,,,,,,Spain,Woman,Gymnastics,55-65,Rugby,155547443
I have never heard rugby played by women,,,,,,,,,1,,Spain,Woman,Football,55-65,Rugby,155547501
Mainly women play,,,,,,,,,,,UK,Woman,Athletics,18-24,Volleyball,155547535
Girls earn less,,,,,,1,,,,1,UK,Woman,Golf,18-24,Football,155547536
"Because of the aggressiveness of the sport, it gives the impression that it judges the differences more",,,1,,,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155547549
"I don't see it on TV, and very much in the press",,,,,,,,1,,,Spain,Woman,Gymnastics,55-65,Handball,155547568
Football is a team game and is very physical and it has deep rooted traditions/perceptions that are hard to change,,,,,,,,,1,,UK,Woman,Athletics,35-44,Football,155547633
I’ve never seen a women’s rugby team on tv,,,,,,,,1,1,,UK,Woman,Football,45-54,Rugby,155547668
I haven't seen any woman,,,,,1,,,1,,,Spain,Woman,Football,55-65,Golf,155547677
"Very male centred, don't see female or LGBTQIA+ games on TV or in the media",,,,,,,,1,,,UK,Woman,Athletics,35-44,Basketball,155547759
The majority of players are men,,,,,,,,,,,Spain,Woman,Gymnastics,45-54,Rugby,155547797
Few opportunities for inclusion,,,,,,,,,,1,Spain,Woman,Tennis,55-65,Rugby,155547807
Because there are men and women,,,,,,,,,,,Spain,Man,Football,45-54,Gymnastics,155547823
Little participation,,,,,,,,,,1,Spain,Woman,Athletics,55-65,Handball,155547845
There are no gender limitations in this sport,,,,,,,,,,1,Spain,I prefer not to say,Rugby,55-65,Gymnastics,155547974
No women,,1,,,1,,,,,,UK,Man,Cycling,35-44,Football,155547975
Less or no inclusion of the female gender,,,,,,,,,,1,Spain,Woman,Gymnastics,45-54,Rugby,155548056
usually its the height of males compared to females,,,,,,,,,,1,UK,Man,Athletics,45-54,Basketball,155548114
Least played and lowest profile,,,,,,,,,,1,UK,Man,Football,55-65,Gymnastics,155548231
You don't see many games played by women,,1,,,1,,,1,,,Spain,Woman,Tennis,55-65,Football,155548297
Why maybe he looks more like a boy than a girl?,,,,,,,,,,1,Spain,Woman,Football,55-65,Volleyball,155548342
It is very strong,,,,,,,,,,,Spain,Woman,Gymnastics,55-65,Rugby,155548361
All the money is on mens football,,1,,,,1,,,1,,UK,Man,Tennis,35-44,Football,155548807
Easy,,,,,,,,,,1,UK,Man,Cycling,55-65,Golf,155549497
Because there are more boys who play than girls.,,,,,,,,,,,Sweden,Man,Football,18-24,Basketball,155563803
Big difference in money and benefits,,,,,,1,,,,,Sweden,Woman,Gymnastics,55-65,Football,155563820
It only requires endurance,,,,,,,,,,1,Sweden,Woman,Golf,35-44,Cycling,155563874
They were forced to wear mini shorts before,,,,,,,,,,1,Sweden,Woman,Gymnastics,25-34,Volleyball,155563887
Men play by themselves and women by themselves!,,,,,,,,,,1,Sweden,Woman,Cycling,25-34,Football,155563910
Sport only with male players,,,,,,,,,,,France,Man,Athletics,55-65,Rugby,155563954
Because we only see girls,,,,,,,,1,,,France,Woman,Athletics,35-44,Gymnastics,155563966
Everyone can play it,,,,,,,,,,1,France,Woman,Rugby,18-24,Golf,155563971
There is little room for women,,,,,1,,,,,,France,Woman,Football,18-24,Rugby,155563978
Mostly girls,,,,,,,,,,,Sweden,Woman,Cycling,35-44,Gymnastics,155563998
It's a very masculine sport,1,,,,,,,,,,France,Woman,Golf,35-44,Rugby,155563999
The women in football receive extremely much less pay than the men,,1,,,,1,,,1,,Sweden,Woman,Athletics,25-34,Football,155564007
The harshness of the blows less practical,,,,,,,,,,1,France,Man,Gymnastics,55-65,Rugby,155564030
Yes it's too violent,,,,,,,,,,,France,Woman,Handball,55-65,Rugby,155564033
Very sexist sport,,,,,,,1,,,,France,Woman,Golf,18-24,Rugby,155564036
Masculine sport,1,,,,,,,,,,France,Man,Gymnastics,45-54,Rugby,155564062
Money,,,,,,1,,,,,France,Man,Athletics,35-44,Tennis,155564067
It's a bully sport where women are not accepted,,,,,,,,,,1,France,Woman,Handball,18-24,Rugby,155564068
No diversity in this sport,,,,,,,,,,1,France,Woman,Volleyball,18-24,Golf,155564071
because we win in a personal way,,,,,,,,,,1,France,Woman,Handball,45-54,Athletics,155564072
Mostly practical women,,,,,,,,,,1,France,Woman,Football,35-44,Gymnastics,155564075
Violence,,,,,,,,,,1,France,Woman,Tennis,35-44,Rugby,155564078
Gender very male coded and gender stereotyped,,,,,,,,,,,Sweden,Woman,Gymnastics,25-34,Rugby,155564083
"as soon as a woman is interested she is mocked and discriminated against, women's tournaments are very poorly represented",,,,,,,1,,,,France,Man,Handball,35-44,Rugby,155564094
Because there are very few women,,,,,1,,,,,,France,Man,Golf,18-24,Rugby,155564102
Boy,,,,,,,,,,1,France,Woman,Gymnastics,25-34,Tennis,155564103
it's not useful. to much,,,,,,,,,,1,France,Woman,Handball,18-24,Golf,155564104
not mixed,,,,,,,,,,1,France,Woman,Tennis,35-44,Rugby,155564119
Male sport,,,,,,,,,,,Sweden,Woman,Volleyball,25-34,Basketball,155564133
because we often see men and few people are interested in meeting women,,,,,,,,1,,,France,Man,Gymnastics,18-24,Football,155564151
It is usually men who play,,,,,,,,,,,Sweden,Woman,Athletics,18-24,Rugby,155564216
Name a female cyclist you know?,,,,1,,,,,,,Sweden,Man,Gymnastics,35-44,Cycling,155564231
Male dominated,,1,,,,,,,,,Sweden,Woman,Gymnastics,55-65,Football,155564281
That's hardly how girls get to play,,,,,,,,,,1,Sweden,Woman,Handball,55-65,Rugby,155564343
Lots of advertising,,,,,,,,1,,,France,Man,Rugby,55-65,Handball,155564425
You never see any girl on TV doing them,,,,,,,,1,,,Sweden,Man,Gymnastics,18-24,Rugby,155564430
Mostly men's who practice the sport,,1,,,,,,,,,Sweden,Man,Athletics,35-44,Rugby,155564433
Tennis,,,,,,,,,,1,France,Man,Golf,45-54,Cycling,155564439
Not such a good mix,,,,,,,,,,1,Sweden,Woman,Volleyball,45-54,Basketball,155564441
A little elitist,,,,,,,,,,,France,Man,Athletics,55-65,Golf,155564446
Rarely do you see women practicing this sport,,,,,1,,,1,,,Sweden,Woman,Gymnastics,45-54,Rugby,155564453
Man,,,,,,,,,,,France,Man,Gymnastics,45-54,Rugby,155564486
gender specific skill,,,,,,,,,,1,Sweden,Man,Golf,25-34,Gymnastics,155564512
"All you have to do is contact the business related to it. Homosexuality in professional football, in my opinion, there is still a way to go...",1,,,,,,1,,1,,France,Man,Basketball,55-65,Football,155564537
No more man,,,,,,,,,,,France,Man,Tennis,45-54,Athletics,155564624
too little recognized,,,,,,,,,,1,France,Man,Tennis,55-65,Rugby,155564625
Football is one of the most sexist sports there is.,,,,,,,1,,1,,France,Man,Athletics,55-65,Football,155564654
Because girls must protect themselves from the risks of this sport,,,,,,,,,,1,France,Man,Football,18-24,Cycling,155564655
I have rarely heard of controversy surrounding this sport,,,,,,,,1,,,France,Man,Golf,18-24,Cycling,155564673
Too individual,,,,,,,,,,1,France,Man,Football,55-65,Gymnastics,155564676
It's a little time at the moment I,,,,,,,,,,1,France,Man,Cycling,18-24,Handball,155564699
Majority of girls,,,,,,,,,,1,France,Man,Tennis,18-24,Gymnastics,155564707
Only men participate,,1,,,,,,,,,France,Man,Football,18-24,Rugby,155564716
"To this day, I have not seen a women's rugby match publicized",,,,,,,,1,1,,France,Man,Cycling,45-54,Rugby,155564730
No mixing in the same matches between men and women,,,,,,,,,,1,France,Man,Athletics,55-65,Football,155564733
Because football often separates people and never brings together several genders.,,,,,,,,,1,,France,Man,Cycling,18-24,Football,155564756
Sport played by many men,,1,,,,,,,,,France,Man,Tennis,55-65,Golf,155564765
I don't think I've ever heard of women's rugby.,,,,,,,,1,1,,France,Man,Tennis,25-34,Rugby,155564773
"It's not a sport made for girls, it's too manly",1,,,,,,,,,,France,Man,Gymnastics,45-54,Rugby,155564781
Rugby is a very virile sport,,,,,,,,,1,,France,Man,Gymnastics,55-65,Rugby,155564790
individual and only men,,1,,,,,,,,,France,Man,Football,55-65,Golf,155564799
"Because it is one of the very identity-related ones, a community or a team",,,,,,,,,,1,France,Man,Golf,25-34,Football,155564805
Women don't do it,,,,,1,,,,,,France,Man,Basketball,25-34,Rugby,155564817
Because of stereotypes,,,,,,,,,,,France,Man,Gymnastics,25-34,Rugby,155564823
"Feels like a slightly tougher and tougher sport, which means that girls are not drawn to it as easily as men are",1,,,,,,,,,,Sweden,Man,Gymnastics,18-24,Rugby,155564843
Few women,,,,,1,,,,,,France,Man,Gymnastics,55-65,Rugby,155564851
Not very publicized,,,,,,,,,,1,France,Man,Athletics,18-24,Golf,155564858
Rugby is more male dominated.,,1,,,,,,,1,,Sweden,Man,Tennis,25-34,Rugby,155564959
It's everyone can play,,,,,,,,,,1,Sweden,Woman,Football,35-44,Volleyball,155564981
Is a little too tough,1,,,,,,,,,,Sweden,Man,Football,45-54,Rugby,155565012
"The opportunities for men and women are so very different because of how men and women are built physically, so it's hard to do it that way in gymnastics",,,,,,,,,,1,Sweden,Man,Golf,35-44,Gymnastics,155565046
Feels manly,1,,,,,,,,,,Sweden,Man,Golf,35-44,Rugby,155565165
Typical man's sport,,,,,,,,,,,Sweden,Man,Gymnastics,25-34,Rugby,155565854
I haven’t heard much about this yet,,,,,,,,,,1,Germany,Woman,Football,35-44,Rugby,155589562
Because golf clubs generally rely heavily on nepotism and club pride.,,,,,,,,,1,,Germany,Woman,Gymnastics,18-24,Golf,155589738
There is no women’s rugby,,1,,,,,,,1,,Germany,Woman,Handball,45-54,Rugby,155589805
Too few women,,,,,1,,,,,,Germany,Woman,Gymnastics,55-65,Football,155589843
Mostly women,,,,,1,,,,,,Germany,Woman,Football,55-65,Gymnastics,155589887
"Well, not many practice this sport or train in",,1,,,,,,,,,Germany,Woman,Football,18-24,Rugby,155589916
Male domain.,,,,,,,,,,,Germany,Woman,Gymnastics,18-24,Football,155589948
There are probably significantly more men in this sport and they also earn more money,,,,,,1,,,,,Germany,Man,Gymnastics,45-54,Rugby,155590316
Because not everyone can do it,,,,,,,,,,1,Germany,Man,Cycling,18-24,Gymnastics,155590427
Female,,,,,,,,,,1,Germany,Man,Athletics,55-65,Rugby,155590533
never heard of women's rugby,,,,,,,,1,1,,Germany,Man,Football,45-54,Rugby,155590583
Girls and boys are not allowed to play in the same team,,,,,,,,,,1,Germany,Woman,Volleyball,18-24,Football,155590587
Because of the clothes,,,,,,,,,,,Germany,Woman,Tennis,45-54,Gymnastics,155590720
"Somehow I would have noticed very little about women playing rugby at all, it is simply a sport that requires a lot of physical effort, the conditions here feel quite unequal and not much is done about it",1,,,,,,,,1,,Germany,Man,Golf,25-34,Rugby,155590752
It is mostly exclusively boys/man sport,,,,,,,,,,,Sweden,Woman,Football,55-65,Rugby,155590758
It is highly gender profiled.,,,,,,,,,,,Poland,Man,Athletics,55-65,Gymnastics,155590765
Not much shown on TV,,,,,,,,1,,,Poland,Woman,Volleyball,35-44,Rugby,155590831
